HSN Code,Description,Rate (%),CESS (%),Effective Date,Rate Revision
55161120,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES : UNBLEACHED OR BLEACHED : BLEACHED,5%,,01/07/2017,
55161200,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES : DYED,5%,,01/07/2017,
55161300,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES : OF YARNS OF DIFFERENT COLOURS,5%,,01/07/2017,
551614,PRINTED,5%,,01/07/2017,
55161410,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES : PRINTED : SPUN RAYON PRINTED SHANTUNG,5%,,01/07/2017,
55161420,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES : PRINTED : SPUN RAYON PRINTED LINEN,5%,,01/07/2017,
55161490,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING 85% OR MORE BY WEIGHT OF ARTIFICIAL STAPLE FIBRES : PRINTED : OTHER,5%,,01/07/2017,
551621,UNBLEACHED OR BLEACHED,5%,,01/07/2017,
55162110,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES, MIXED MAINLY OR SOLELY WITH MANMADE FILAMENTS : UNBLEACHED OR BLEACHED : UNBLEACHED",5%,,01/07/2017,
55162120,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES, MIXED MAINLY OR SOLELY WITH MANMADE FILAMENTS : UNBLEACHED OR BLEACHED : BLEACHED",5%,,01/07/2017,
55162200,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES, MIXED MAINLY OR SOLELY WITH MANMADE FILAMENTS : DYED",5%,,01/07/2017,
55162300,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES, MIXED MAINLY OR SOLELY WITH MANMADE FILAMENTS : OF YARNS OF DIFFERENT COLOURS",5%,,01/07/2017,
55162400,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES, MIXED MAINLY OR SOLELY WITH MANMADE FILAMENTS : PRINTED",5%,,01/07/2017,
551631,UNBLEACHED OR BLEACHED,5%,,01/07/2017,
55163110,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES, MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : UNBLEACHED OR BLEACHED : UNBLEACHED",5%,,01/07/2017,
55163120,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES, MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : UNBLEACHED OR BLEACHED : BLEACHED",5%,,01/07/2017,
55163200,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES, MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : DYED",5%,,01/07/2017,
55163300,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES, MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : OF YARNS OF DIFFERENT COLOURS",5%,,01/07/2017,
55163400,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES, MIXED MAINLY OR SOLELY WITH WOOL OR FINE ANIMAL HAIR : PRINTED",5%,,01/07/2017,
551641,UNBLEACHED OR BLEACHED,5%,,01/07/2017,
55164110,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES, MIXED MAINLY OR SOLELY WITH COTTON : UNBLEACHED OR BLEACHED : UNBLEACHED",5%,,01/07/2017,
55164120,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES, MIXED MAINLY OR SOLELY WITH COTTON : UNBLEACHED OR BLEACHED : BLEACHED",5%,,01/07/2017,
55164200,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES, MIXED MAINLY OR SOLELY WITH COTTON : DYED",5%,,01/07/2017,
55164300,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES, MIXED MAINLY OR SOLELY WITH COTTON : OF YARNS OF DIFFERENT COLOURS",5%,,01/07/2017,
55164400,"WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - CONTAINING LESS THAN 85% BY WEIGHT OF ARTIFICIAL STAPLE FIBRES, MIXED MAINLY OR SOLELY WITH COTTON : PRINTED",5%,,01/07/2017,
551691,UNBLEACHED OR BLEACHED,5%,,01/07/2017,
55169110,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - OTHER : UNBLEACHED OR BLEACHED : UNBLEACHED,5%,,01/07/2017,
55169120,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - OTHER : UNBLEACHED OR BLEACHED : BLEACHED,5%,,01/07/2017,
55169200,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - OTHER : DYED,5%,,01/07/2017,
55169300,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - OTHER : OF YARNS OF DIFFERENT COLOURS,5%,,01/07/2017,
55169400,WOVEN FABRICS OF ARTIFICIAL STAPLE FIBRES - OTHER : PRINTED,5%,,01/07/2017,
