HSN Code,Description,Rate (%),CESS (%),Effective Date,Rate Revision
12119099,"PLANTS AND PARTS OF PLANTS (INCLUDING SEEDS AND FRUITS), OF A KIND USED PRIMARILY IN PERFUMERY, IN PHARMACY OR FOR INSECTICIDAL, FUNGICIDAL OR SIMILAR PURPOSE, FRESH OR DRIED, WHETHER OR NOT CUT, CRUSHED OR POWDERED OTHER : OTHER : OTHER",5%,,01/07/2017,
1212,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE,SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND; FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CI-CHORIUM INTYBUS SATIVUM) OF",5%,,01/07/2017,
12121010,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND; FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CI-CHORIUM INTYBUS SATIVUM) O",5%,,01/07/2017,
12121090,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND; FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CI-CHORIUM INTYBUS SATIVUM) O",5%,,01/07/2017,
121220,SEAWEEDS AND OTHER ALGAE,5%,,01/07/2017,
12122010,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND; FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CI-CHORIUM INTYBUS SATIVUM)",5%,,01/07/2017,
12122090,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND; FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CI-CHORIUM INTYBUS SATIVUM) O",5%,,01/07/2017,
121221,SEAWEEDS AND OTHER ALGAE FIT FOR HUMAN CONSUMPTION,5%,,01/07/2017,
12122110,SEAWEEDS,5%,,01/07/2017,
12122190,OTHER ALGAE,5%,,01/07/2017,
121229,OTHER,5%,,01/07/2017,
12122910,SEAWEEDS,5%,,01/07/2017,
12122990,OTHER ALGAE,5%,,01/07/2017,
12123010,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND; FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CI-CHORIUM INTYBUS SATIVUM) O",5%,,01/07/2017,
12123090,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND; FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CI-CHORIUM INTYBUS SATIVUM) O",5%,,01/07/2017,
12129100,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND; FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CI-CHORIUM INTYBUS SATIVUM) O",5%,,01/07/2017,
121292,LOCUST BEANS,5%,,01/07/2017,
12129200,LOCUS BEANS,5%,,01/07/2017,
121293,SUGAR CANE,5%,,01/07/2017,
12129300,SUGAR CANE,5%,,01/07/2017,
121294,CHICORY ROOTS,5%,,01/07/2017,
12129400,CHICORY ROOTS,5%,,01/07/2017,
121299,OTHER,5%,,01/07/2017,
12129910,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND; FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CI-CHORIUM INTYBUS SATIVUM) O",5%,,01/07/2017,
12129920,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND; FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CI-CHORIUM INTYBUS SATIVUM) O",5%,,01/07/2017,
12129990,"LOCUST BEANS, SEAWEEDS AND OTHER ALGAE, SUGAR BEET AND SUGARCANE, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT GROUND; FRUIT STONES AND KERNELS AND OTHER VEGETABLE PRODUCTS (INCLUDING UNROASTED CHICORY ROOTS OF THE VARIETY CI-CHORIUM INTYBUS SATIVUM) O",5%,,01/07/2017,
1213,"CEREAL STRAW AND HUSKS, UNPREPARED,WHETHER OR NOT CHOPPED, GROUND, PRESSED OR IN THE FORM OF PELLETS",5%,,01/07/2017,
12130000,"CEREAL STRAW AND HUSKS, UNPREPARED, WHETHER OR NOT CHOPPED, GROUND, PRESSEDOR IN THE FORM OF PELLETS",5%,,01/07/2017,
1214,"SWEDES, MANGOLDS, FODDER ROOTS, HAY, LUCERNE (ALFALFA), CLOVER, SAINFOIN, FORAGE KALE, LUPINES, VETCHES AND SIMILAR FORAGE PRODUCTS, WHETHER OR NOT IN THE FORM OF PELLETS",5%,,01/07/2017,
12141000,"SWEDES, MANGOLDS, FODDER ROOTS, HAY, LUCERNE (ALFALFA), CLOVER, SAINFOIN, FORAGE KALE, LUPINES, VETCHES AND SIMILAR FORAGE PRODUCTS, WHETHER OR NOT IN THE FORM OF PELLETS LUCERNE (ALFALFA) MEAL AND PELLETS",5%,,01/07/2017,
12149000,"SWEDES, MANGOLDS, FODDER ROOTS, HAY, LUCERNE (ALFALFA), CLOVER, SAINFOIN, FORAGE KALE, LUPINES, VETCHES AND SIMILAR FORAGE PRODUCTS, WHETHER OR NOT IN THE FORM OF PELLETS OTHER",5%,,01/07/2017,
