HSN Code,Description,Rate (%),CESS (%),Effective Date,Rate Revision
28352940,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : - OTHER : SODIUM HEXAMETAPHOSPHATE",18%,,01/07/2017,
28352990,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - PHOSPHATES : - OTHER : OTHER",18%,,01/07/2017,
28353100,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - POLYPHOSPHATES : SODIUM TRIPHOSPHATE (SODIUM TRIPOLY- PHOSPHATE)",18%,,01/07/2017,
28353900,"PHOSPHINATES (HYPOPHOSPHITES), PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMICALLY DEFINED - POLYPHOSPHATES : OTHER",18%,,01/07/2017,
2836,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE,18%,,01/07/2017,
28361000,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE COMMERCIAL AMMONIUM CARBONATE AND OTHER AMMONIUM CARBONATES,18%,,01/07/2017,
283620,DISODIUM CARBONATE,18%,,01/07/2017,
28362010,"CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - DISODIUM CARBONATE : DISODIUM CARBONATE, DENSE",18%,,01/07/2017,
28362020,"CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - DISODIUM CARBONATE : DISODIUM CARBONATE, LIGHT",18%,,01/07/2017,
28362090,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - DISODIUM CARBONATE : OTHER,18%,,01/07/2017,
28363000,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE SODIUM HYDROGENCARBONATE (SODIUM BICARBONATE),18%,,01/07/2017,
28364000,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE POTASSIUM CARBONATES,18%,,01/07/2017,
28365000,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE CALCIUM CARBONATE,18%,,01/07/2017,
28366000,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE BARIUM CARBONATE,18%,,01/07/2017,
28367000,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE LEAD CARBONATE,18%,,01/07/2017,
28369100,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - OTHER : LITHIUM CARBONATES,18%,,01/07/2017,
28369200,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - OTHER : STRONTIUM CARBONATE,18%,,01/07/2017,
283699,OTHER,18%,,01/07/2017,
28369910,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - OTHER : - OTHER : PERCARBONATES,18%,,01/07/2017,
28369920,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - OTHER : - OTHER : MAGNESIUM CARBONATE,18%,,01/07/2017,
28369930,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - OTHER : - OTHER : ALUMINIUM BICARBONATE,18%,,01/07/2017,
28369990,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE - OTHER : - OTHER : OTHER,18%,,01/07/2017,
2837,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - CYANIDES AND CYANIDE OXIDES :",18%,,01/07/2017,
28371100,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - CYANIDES AND CYANIDE OXIDES : OF SODIUM",18%,,01/07/2017,
283719,OTHER,18%,,01/07/2017,
28371910,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - CYANIDES AND CYANIDE OXIDES : - OTHER : POTASSIUM CYANIDE",18%,,01/07/2017,
28371920,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - CYANIDES AND CYANIDE OXIDES : - OTHER : DOUBLE CYANIDE OF POTASSIUM AND SODIUM",18%,,01/07/2017,
28371990,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - CYANIDES AND CYANIDE OXIDES : - OTHER : OTHER",18%,,01/07/2017,
283720,COMPLEX CYANIDES,18%,,01/07/2017,
28372010,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - COMPLEX CYANIDES : AMMONIUM SULPHOCYANIDE",18%,,01/07/2017,
28372020,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - COMPLEX CYANIDES : POTASSIUM FERRICYANIDE",18%,,01/07/2017,
28372030,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - COMPLEX CYANIDES : POTASSIUM FERROCYANIDE",18%,,01/07/2017,
28372040,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - COMPLEX CYANIDES : SODIUM FERROCYANIDE",18%,,01/07/2017,
28372050,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - COMPLEX CYANIDES : SODIUM NITROPRUSSIDE (SODIUM NITROFERRICYANIDE)",18%,,01/07/2017,
28372090,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES - COMPLEX CYANIDES : OTHER",18%,,01/07/2017,
2838,"FULMINATES, CYANATES AND THIOCYANATES - FULMINATES, CYANATES AND THIOCYANATES : FULMINATES",18%,,01/07/2017,
28380010,"FULMINATES, CYANATES AND THIOCYANATES - FULMINATES, CYANATES AND THIOCYANATES : FULMINATES",18%,,01/07/2017,
28380020,"FULMINATES, CYANATES AND THIOCYANATES - FULMINATES, CYANATES AND THIOCYANATES : CYANATES",18%,,01/07/2017,
28380030,"FULMINATES, CYANATES AND THIOCYANATES - FULMINATES, CYANATES AND THIOCYANATES : THIOCYANATES",18%,,01/07/2017,
2839,SILICATES; COMMERCIAL ALKALI METAL SILICATES - OF SODIUM :,18%,,01/07/2017,
28391100,SILICATES; COMMERCIAL ALKALI METAL SILICATES - OF SODIUM : SODIUM METASILICATES,18%,,01/07/2017,
28391900,SILICATES; COMMERCIAL ALKALI METAL SILICATES - OF SODIUM : OTHER,18%,,01/07/2017,
28392000,SILICATES; COMMERCIAL ALKALI METAL SILICATES - OF POTASSIUM,18%,,01/07/2017,
283990,OTHER,18%,,01/07/2017,
28399010,SILICATES; COMMERCIAL ALKALI METAL SILICATES - OTHER : MAGNESIUM TRISILICATE,18%,,01/07/2017,
28399090,SILICATES; COMMERCIAL ALKALI METAL SILICATES - OTHER : OTHER,18%,,01/07/2017,
2840,BORATES; PEROXOBORATES (PERBORATES) - DISODIUM TETRABORATE (REFINED BORAX):,18%,,01/07/2017,
28401100,BORATES; PEROXOBORATES (PERBORATES) - DISODIUM TETRABORATE (REFINED BORAX) : ANHYDROUS,18%,,01/07/2017,
28401900,BORATES; PEROXOBORATES (PERBORATES) - DISODIUM TETRABORATE (REFINED BORAX) : OTHER,18%,,01/07/2017,
284020,OTHER BORATES,18%,,01/07/2017,
28402010,BORATES; PEROXOBORATES (PERBORATES) - OTHER BORATES : MAGNESIUM BORATE,18%,,01/07/2017,
28402090,BORATES; PEROXOBORATES (PERBORATES) - OTHER BORATES : OTHER,18%,,01/07/2017,
28403000,BORATES; PEROXOBORATES (PERBORATES) PEROXOBORATES (PERBORATES),18%,,01/07/2017,
2841,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS,18%,,01/07/2017,
28411010,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - ALUMINATES : SODIUM ALUMINATE,18%,,01/07/2017,
28411090,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - ALUMINATES : OTHER,18%,,01/07/2017,
28412010,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - CHROMATES OF ZINC OR OF LEAD : CHROMATES OF ZINC,18%,,01/07/2017,
28412020,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - CHROMATES OF ZINC OR OF LEAD : CHROMATES OF LEAD,18%,,01/07/2017,
28413000,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS SODIUM DICHROMATE,18%,,01/07/2017,
284150,OTHER CHROMATES AND DICHROMATES; PEROXOCHROMATES,18%,,01/07/2017,
28415010,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - OTHER CHROMATES AND DICHROMATES; PEROXOCHROMATES : SODIUM CHROMATE,18%,,01/07/2017,
28415090,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - OTHER CHROMATES AND DICHROMATES; PEROXOCHROMATES : OTHER,18%,,01/07/2017,
28416100,"SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - MANGANITES, MANGANATES AND PERMANGANATES : POTASSIUM PERMANGANATE",18%,,01/07/2017,
28416900,"SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - MANGANITES, MANGANATES AND PERMANGANATES : OTHER",18%,,01/07/2017,
284170,MOLYBDATES,18%,,01/07/2017,
28417010,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - MOLYBDATES : ALUMINIUM MOLYBDATE,18%,,01/07/2017,
28417020,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - MOLYBDATES : SODIUM MOLYBDATE,18%,,01/07/2017,
28417090,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - MOLYBDATES : OTHER,18%,,01/07/2017,
284180,TUNGSTATES (WOLFRAMATES),18%,,01/07/2017,
28418010,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - TUNGSTATES (WOLFRAMATES) : SODIUM TUNGSTATE,18%,,01/07/2017,
28418020,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - TUNGSTATES (WOLFRAMATES) : MAGNESIUM TUNGSTATE,18%,,01/07/2017,
28418090,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - TUNGSTATES (WOLFRAMATES) : OTHER,18%,,01/07/2017,
28419000,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS - OTHER,18%,,01/07/2017,
2842,"OTHER SALTS OF INORGANIC ACIDS OR PEROXOACIDS, (INCLUDING ALUMINOSILICATES, WHETHER OR NOT CHEMICALLY DEFINED), OTHER THAN AZIDES",18%,,01/07/2017,
28421000,"OTHER SALTS OF INORGANIC ACIDS OR PEROXOACIDS, (INCLUDING ALUMINOSILICATES, WHETHER OR NOT CHEMICALLY DEFINED), OTHER THAN AZIDES -DOUBLE OR COMPLEX SILICATES, INCLUDING ALUMINOSILICATES, WHETHER OR NOT CHEMICALLY DEFINED",18%,,01/07/2017,
284290,OTHER,18%,,01/07/2017,
28429010,"OTHER SALTS OF INORGANIC ACIDS OR PEROXOACIDS, (INCLUDING ALUMINOSILICATES, WHETHER OR NOT CHEMICALLY DEFINED), OTHER THAN AZIDES - OTHER : ARSENITES AND ARSENATES",18%,,01/07/2017,
28429020,"OTHER SALTS OF INORGANIC ACIDS OR PEROXOACIDS, (INCLUDING ALUMINOSILICATES, WHETHER OR NOT CHEMICALLY DEFINED), OTHER THAN AZIDES - OTHER : BICHROMATES AND DICHROMATES",18%,,01/07/2017,
28429090,"OTHER SALTS OF INORGANIC ACIDS OR PEROXOACIDS, (INCLUDING ALUMINOSILICATES, WHETHER OR NOT CHEMICALLY DEFINED), OTHER THAN AZIDES - OTHER : OTHER",18%,,01/07/2017,
2843,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS",18%,,01/07/2017,
284310,COLLOIDAL PRECIOUS METALS,18%,,01/07/2017,
28431010,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - COLLOIDAL PRECIOUS METALS : OF GOLD",18%,,01/07/2017,
28431020,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - COLLOIDAL PRECIOUS METALS : OF SILVER",18%,,01/07/2017,
28431090,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - COLLOIDAL PRECIOUS METALS : OTHER",18%,,01/07/2017,
28432100,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - SILVER COMPOUNDS : SILVER NITRATE",18%,,01/07/2017,
28432900,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - SILVER COMPOUNDS : OTHER",18%,,01/07/2017,
28433000,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - GOLD COMPOUNDS",18%,,01/07/2017,
284390,OTHER COMPOUNDS; AMALGAMS,18%,,01/07/2017,
28439011,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - OTHER COMPOUNDS; AMALGAMS : - OTHER COMPOUNDS : SODIUM AUROUS THIOSULPHATE",18%,,01/07/2017,
28439012,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - OTHER COMPOUNDS; AMALGAMS : - OTHER COMPOUNDS : NOBLE METAL SOLUTIONS OF PLATINUM, RHODIUM AND PALLADIUM",18%,,01/07/2017,
28439019,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - OTHER COMPOUNDS; AMALGAMS : - OTHER COMPOUNDS : OTHER",18%,,01/07/2017,
28439020,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS - OTHER COMPOUNDS; AMALGAMS : AMALGAMS",18%,,01/07/2017,
2844,RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS,18%,,01/07/2017,
28441000,"RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - NATURAL URANIUM AND ITS COMPOUNDS; ALLOYS, DISPERSIONS (INCLUDI",18%,,01/07/2017,
28442000,RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - URANIUM ENRICHED IN U235 AND ITS COMPOUNDS; PLUTONIUM AND ITS C,18%,,01/07/2017,
284430,"URANIUM DEPLETED IN U235 AND ITS COMPOUNDS; THORIUM AND ITS COMPOUNDS; ALLOYS, DISPERSIONS (INCLUDING CERMETS), CERAMIC PRODUCTS AND MIXTURES CONTAINING URANIUM DEPLETED IN U235, THORIUM OR COMPOUNDS OF THESE PRODUCTS",18%,,01/07/2017,
28443010,RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - URANIUM DEPLETED IN U235 AND ITS COMPOUNDS; THORIUM AND ITS COM,18%,,01/07/2017,
28443021,RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - URANIUM DEPLETED IN U235 AND ITS COMPOUNDS; THORIUM AND ITS COM,18%,,01/07/2017,
28443022,RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - URANIUM DEPLETED IN U235 AND ITS COMPOUNDS; THORIUM AND ITS COM,18%,,01/07/2017,
28443023,RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - URANIUM DEPLETED IN U235 AND ITS COMPOUNDS; THORIUM AND ITS COM,18%,,01/07/2017,
28443029,RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - URANIUM DEPLETED IN U235 AND ITS COMPOUNDS; THORIUM AND ITS COM,18%,,01/07/2017,
28443030,RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - URANIUM DEPLETED IN U235 AND ITS COMPOUNDS; THORIUM AND ITS COM,18%,,01/07/2017,
28443090,RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - URANIUM DEPLETED IN U235 AND ITS COMPOUNDS; THORIUM AND ITS COM,18%,,01/07/2017,
28444000,RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - RADIOACTIVE ELEMENTS AND ISOTOPES AND COMPOUNDS OTHER THAN THOS,18%,,01/07/2017,
28445000,RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS - SPENT (IRRADIATED) FUEL ELEMENTS (CARTRIDGES) OF NUCLEAR REACTO,18%,,01/07/2017,
2845,"ISOTOPES OTHER THAN THOSE OF HEADING 2844; COMPOUNDS, INORGANIC OR ORGANIC, OF SUCH ISOTOPES, WHETHER OR NOT CHEMICALLY DEFINED",18%,,01/07/2017,
284590,OTHER,18%,,01/07/2017,
28451000,"ISOTOPES OTHER THAN THOSE OF HEADING 2844; COMPOUNDS, INORGANIC OR ORGANIC, OF SUCH ISOTOPES, WHETHER OR NOT CHEMICALLY DEFINED -HEAVY WATER (DEUTERIUM OXIDE)",5%,,01/07/2017,
2845,HEAVY WATER AND OTHER NUCLEAR FUELS,5%,,01/07/2017,
28459010,"ISOTOPES OTHER THAN THOSE OF HEADING 2844; COMPOUNDS, INORGANIC OR ORGANIC, OF SUCH ISOTOPES, WHETHER OR NOT CHEMICALLY DEFINED - OTHER : NUCLEAR FUELS NOT ELSEWHERE INCLUDED OR SPECIFIED",5%,,01/07/2017,
28459090,"ISOTOPES OTHER THAN THOSE OF HEADING 2844; COMPOUNDS, INORGANIC OR ORGANIC, OF SUCH ISOTOPES, WHETHER OR NOT CHEMICALLY DEFINED - OTHER : OTHER",18%,,01/07/2017,
2846,"COMPOUNDS, INORGANIC OR ORGANIC, OF RARE-EARTH METALS, OF YTTRIUM OR OF SCANDIUM OR OF MIXTURES OF THESE METALS",18%,,01/07/2017,
284610,CERIUM COMPOUNDS,18%,,01/07/2017,
28461010,"COMPOUNDS, INORGANIC OR ORGANIC, OF RARE-EARTH METALS, OF YTTRIUM OR OF SCANDIUM OR OF MIXTURES OF THESE METALS - CERIUM COMPOUNDS : CERIUM OXIDES",18%,,01/07/2017,
28461090,"COMPOUNDS, INORGANIC OR ORGANIC, OF RARE-EARTH METALS, OF YTTRIUM OR OF SCANDIUM OR OF MIXTURES OF THESE METALS - CERIUM COMPOUNDS : OTHER",18%,,01/07/2017,
284690,OTHER,18%,,01/07/2017,
28469010,"COMPOUNDS, INORGANIC OR ORGANIC, OF RARE-EARTH METALS, OF YTTRIUM OR OF SCANDIUM OR OF MIXTURES OF THESE METALS - OTHER : RARE-EARTH OXIDES NOT ELSEWHERE INCLUDED OR SPECIFIED",18%,,01/07/2017,
28469020,"COMPOUNDS, INORGANIC OR ORGANIC, OF RARE-EARTH METALS, OF YTTRIUM OR OF SCANDIUM OR OF MIXTURES OF THESE METALS - OTHER : RARE-EARTH FLUORIDES NOT ELSEWHERE INCLUDED OR SPECIFIED",18%,,01/07/2017,
28469030,"COMPOUNDS, INORGANIC OR ORGANIC, OF RARE-EARTH METALS, OF YTTRIUM OR OF SCANDIUM OR OF MIXTURES OF THESE METALS - OTHER : RARE-EARTH CHLORIDES NOT ELSEWHERE INCLUDED OR SPECIFIED",18%,,01/07/2017,
28469090,"COMPOUNDS, INORGANIC OR ORGANIC, OF RARE-EARTH METALS, OF YTTRIUM OR OF SCANDIUM OR OF MIXTURES OF THESE METALS - OTHER : OTHER",18%,,01/07/2017,
2847,"HYDROGEN PEROXIDE, WHETHER OR NOT SOLIDIFIED WITH UREA",18%,,01/07/2017,
28470000,"HYDROGEN PEROXIDE, WHETHER OR NOT SOLIDIFIED WITH UREA",18%,,01/07/2017,
2848,"PHOSPHIDES, WHETHER OR NOT CHEMICALLY DEFINED, EXCLUDING FERROPHOSPHORUS",18%,,01/07/2017,
284800,"PHOSPHIDES, WHETHER OR NOT CHEMICALLY DEFINED, EXCLUDING FERROPHOSPHORUS",18%,,01/07/2017,
28480010,"PHOSPHIDES, WHETHER OR NOT CHEMICALLY DEFINED, EXCLUDING FERROPHOSPHORUS - PHOSPHIDES, WHETHER OR NOT CHEMICALLY DEFINED, EXCLUDING FERROPHOSPHORUS : OF COPPER (PHOSPHOR COPPER), CONTAINING MORE THAN 15% BY WEIGHT OF PHOSPHORUS",18%,,01/07/2017,
28480020,"PHOSPHIDES, WHETHER OR NOT CHEMICALLY DEFINED, EXCLUDING FERROPHOSPHORUS - PHOSPHIDES, WHETHER OR NOT CHEMICALLY DEFINED, EXCLUDING FERROPHOSPHORUS : OF ZINC",18%,,01/07/2017,
28480090,"PHOSPHIDES, WHETHER OR NOT CHEMICALLY DEFINED, EXCLUDING FERROPHOSPHORUS - PHOSPHIDES, WHETHER OR NOT CHEMICALLY DEFINED, EXCLUDING FERROPHOSPHORUS : OTHER",18%,,01/07/2017,
2849,"CARBIDES, WHETHER OR NOT CHEMICALLY DEFINED",18%,,01/07/2017,
28491000,"CARBIDES, WHETHER OR NOT CHEMICALLY DEFINED - OF CALCIUM",18%,,01/07/2017,
284920,OF SILICON,18%,,01/07/2017,
28492010,"CARBIDES, WHETHER OR NOT CHEMICALLY DEFINED - OF SILICON : CARBORUNDUM",18%,,01/07/2017,
28492090,"CARBIDES, WHETHER OR NOT CHEMICALLY DEFINED - OF SILICON : OTHER",18%,,01/07/2017,
284990,OTHER,18%,,01/07/2017,
28499010,"CARBIDES, WHETHER OR NOT CHEMICALLY DEFINED - OTHER :BORON CARBIDE",18%,,01/07/2017,
28499020,"CARBIDES, WHETHER OR NOT CHEMICALLY DEFINED - OTHER :TUNGSTEN CARBIDE",18%,,01/07/2017,
28499090,"CARBIDES, WHETHER OR NOT CHEMICALLY DEFINED - OTHER :OTHER",18%,,01/07/2017,
2850,"HYDRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES,WHETHER OR NOT CHEMICALLY DEFINED, OTHER THAN COMPOUNDS WHICH ARE ALSO CARBIDES OF HEADING 2849",18%,,01/07/2017,
285000,"HYDRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES, WHETHER OR NOT CHEMICALLY DEFINED, OTHER THAN COMPOUNDS WHICH ARE ALSO CARBIDES OF HEADING 2849",18%,,01/07/2017,
28500010,"HYDRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES, WHETHER OR NOT CHEMICALLY DEFINED, OTHER THAN COMPOUNDS WHICH ARE ALSO CARBIDES OF HEADING 2849 - HYDRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES, WHETHER OR NOT CHEMICALLY DEFINED, OTHER THAN COMPOUNDS",18%,,01/07/2017,
28500020,"HYDRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES, WHETHER OR NOT CHEMICALLY DEFINED, OTHER THAN COMPOUNDS WHICH ARE ALSO CARBIDES OF HEADING 2849 - HYDRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES, WHETHER OR NOT CHEMICALLY DEFINED, OTHER THAN COMPOUNDS",18%,,01/07/2017,
28500030,"HYDRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES, WHETHER OR NOT CHEMICALLY DEFINED, OTHER THAN COMPOUNDS WHICH ARE ALSO CARBIDES OF HEADING 2849 - HYDRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES, WHETHER OR NOT CHEMICALLY DEFINED, OTHER THAN COMPOUNDS",18%,,01/07/2017,
